CLASS;sub-class 1;sub-class 2;sub-class 3;sub-class 4;sub-class 5;Synonym;Modification proposée;NB DE RELATIONS POSITIVE (Facteurs de risque);NB DE RELATIONS NEGATIVES (Facteurs protecteurs);NB DE RELATIONS NS;Relations Flous;DOI Distincts;Définition;Outils;Autres outils utilisés pour ces variables
Sociocultural factor related to DEAB;Media exposure;;;;;;;;;;;;"""Describes how frequently individuals encounter particular messages or types of media content"" (Slater, 2004)";;
Sociocultural factor related to DEAB;Media exposure;Exposure to entertainment TV;;;;;;3;;;;1;"""Records the total number of minutes per day they spent viewing entertainmment television"" (Bissel et al., 2004)";Frequence of watch;
Sociocultural factor related to DEAB;Media exposure;Exposure to sports on television;;;;;;;2;;;1;"""Average time per day spent watching televised sports"" (Bissel et al., 2004)";Minutes per day spent in viewing;
Sociocultural factor related to DEAB;Media exposure;Exposure to thin ideal TV;;;;;;;;;;;Refers to the exposure to thin ideal content in the media television, specifically viewing characters on TV shows and considering index of thin ideal television (Bissel, 2004);;
Sociocultural factor related to DEAB;Media exposure;Hours spent on social media;;;;;;;;1;;1;Total hours spent on social media (Ausmus et al., 2021);two questions developed by Sidani, Shensa, Hoffman, Hanmer, and Primack (2015) were used to estimate how often participants used social media in a 24-hour period;
Sociocultural factor related to DEAB;Media exposure;Interest in body-improvement TV content;;;;;;7;;;;1;Refers to the level of interest in television content focused on body-related improvement topics, such as dieting, sports, fitness, nutrition, and exercise (Bissel et al., 2004);single item: How interested would you be in a new 30-minute television show focused on the topics below?”;
Sociocultural factor related to DEAB;Media exposure;Media information;;;;;;1;;9;;1;"""A source of information about appearance reflects the degree to which individuals use the media as a source of information regarding societal standards of attractiveness"" (DaCunha et al., 2022)";Sociocultural Attitudes Towards Appearance Questionnaire-3 (SATAQ-3);
Sociocultural factor related to DEAB;Media exposure;Sport magazine reading;;;;;;3;;;;1;Refers to the frequency with which individuals read sports magazines (Bissel et al., 2004);Frequency in reading;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;;;;;"Sociocultural pressure ; Societal pressure";;;;;;;"""Encapsulates the impact of societal and cultural norms on an individual's body image perceptions. This pressure, emanating from various sources such as social media, family, and societal expectations, significantly affects how individuals view and assess their bodies"" (Mehmood et al., 2023)";;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;Perception of sociocultural pressure from media;;;;Sociocultural pressure influence of advertisements;;;;;;;Refers to the experience of being influenced by media-promoted standards, beliefs, or norms regarding appearance, behavior, or achievement, which encourage conformity to cultural ideals. (Cialdini et al., 2004).;;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;Perception of sociocultural pressure from media;Pressure from magazines/fashion;;;;;;;;;;Extent to which participants experience pressure from fashion/styles magazines to achieve/maintain a certain body size and/or weight (Petrie et al., 2007);;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;Perception of sociocultural pressure from media;Severity of the comment made on social media;;;;;;;;;;Consists to identify how the participant reacted to critical comment made on social media about their aesthetic (Ausmus et al., 2021);;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;Perception of sociocultural pressure from media;Social media pressures;;;;;;;;;;Refers to societal pressures from the social media and the internet like viewing photographs (Stoyel et al., 2020);;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;Perception of sociocultural pressure from media;Sociocultural factors;;;;;;;;;;Refers to influence of media, parents and friends on body image (De Sousa et al., 2015);;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;Perception of sociocultural pressure related to body and appearance;;;;;;;;;;;Refers to the experience of being influenced by societal or cultural norms and messages regarding body shape, size, and appearance, which encourage conformity to ideals of attractiveness. It stems from family, media and peers (Cialdini et al., 2004).;;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;Perception of sociocultural pressure related to body and appearance;Information regarding appearance;;;;;;;;;;"""Evaluates to what extent the messages conveyed by the media are considered a source of information regarding appearance"" (Rousseau & Valls, 2010)";;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;Perception of sociocultural pressure related to body and appearance;Perceived appearance based pressures from the media;;;;;;;;;;Reflects perceived sociocultural pressures from media regarding one's appearance (Schaefer et al., 2016);;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;Perception of sociocultural pressure related to body and appearance;Perceived pressure for a single ideal body in sport;;;;;;;;;;Refers to pressure related to rigid views of a single “ideal body” within a sport (Fatt et al., 2024);;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;Perception of sociocultural pressure related to body and appearance;Perceived sociocultural pressure be attractive;;;;;;;;;;Refers to the extent to which individuals feel external demands from societal sources (e.g., family, friends, romantic partners, media) to conform to ideals of attractiveness, such as being lean, muscular, or having a “perfect” body (Chatterton et al., 2017);;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;Perception of sociocultural pressure related to body and appearance;Perceived sociocultural pressure be more muscular;;;"Perceived sociocultural pressure look more muscular ; Sociocultural pressure influence of muscular ideals";;;;;;;Refers to the extent to which individuals feel pressured by societal sources (e.g., family, friends, romantic partners, media) to increase muscularity and achieve a more muscular physique (Chatterton et al., 2017);;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;Perception of sociocultural pressure related to body and appearance;Perceived sociocultural pressure change appearance;;;;;;;;;;Refers to the extent to which individuals feel external demands from societal sources (e.g., family, friends, romantic partners, media) to modify or alter their physical appearance in order to meet cultural standards of attractiveness (Chatterton et al., 2017);;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;Perception of sociocultural pressure related to body and appearance;Perceived sociocultural pressure exercise more;;;;;;;;;;Refers to the extent to which individuals feel external expectations from societal sources (e.g., family, friends, romantic partners, media) to increase their physical activity or exercise in order to improve their body or conform to cultural ideals (Chatterton et al., 2017);;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;Perception of sociocultural pressure related to body and appearance;Perceived sociocultural pressure have a perfect body;;;;;;;;;;Refers to the extent to which individuals perceive external demands from societal sources (e.g., family, friends, romantic partners, media) to attain an idealized, flawless physique that conforms to cultural standards of attractiveness (Chatterton et al., 2017);;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;Perception of sociocultural pressure related to body and appearance;Perceived sociocultural pressure lean body;;;;;;;;;;Refers to the extent to which individuals perceive external expectations from societal sources (e.g., family, friends, romantic partners, media) to maintain low body fat and a slender physique that aligns with cultural appearance ideals (Chatterton et al., 2017);;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;Perception of sociocultural pressure related to body and appearance;Perceived sociocultural pressure lose weight;;;;;;;;;;Refers to the extent to which individuals perceive external expectations from societal sources (e.g., family, friends, romantic partners, media) to reduce their body weight in order to conform to cultural standards of attractiveness (Chatterton et al., 2017);;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;Perception of sociocultural pressure related to body and appearance;Sociocultural pressure concern about being fat;;;;;;;;;;Refers to the extent to which individuals perceive external expectations from societal sources (e.g., family, friends, romantic partners, media) to be fat fat (Chatterton et al., 2017);;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;Perception of sociocultural pressure related to body and appearance;Sociocultural attitudes toward appearance;;;;;;;;;;"""Refers to women's awareness and internalization of Western norms of the slim body ideal"" (Eriksson et al., 2008)";;
Sociocultural factor related to DEAB;Perception of sociocultural pressure;Perception of sociocultural pressure related to body and appearance;Sociocultural attitudes toward appearance-comparison;;;;;;;;;;"""Extent to which individuals compare themselves to body ideals"" (Chatterton et al., 2017)";;
Sociocultural factor related to DEAB;Social and Sport pressure;;;;;;;;;;;;Refers to perceived external pressures from social, cultural, or sporting environments.This includes comments, norms, and expectations from peers, media, institutions, and sports-specific settings;;
